Title,Director,Cast,Year,Language,url,Producer,Genre,production,music,ref
Taj Mahal,R. Chandru,"Ajay Rao, Pooja Gandhi, Ananth Nag",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Abhimann Roy,
Hrudaya I Miss U,Sathya,"Maithreyi, Shivani, Shreyas",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Ram Shankar,
Nandadeepa,Shivu Hiremata,"Shruthi, Devaraj",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Gururaja Hoskote,
Namma Preethi Shashwatha,Kitti,Sathya,2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Mahesh Patel,
Belura Baale,Halkere Naganna,"Rajeshkumar, Kalpanasri",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,,
Bombaat,D. Rajendra Babu,"Ganesh, Ramya",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Mano Murthy,
Arjun,Shahuraj Shinde,"Darshan, Meera Chopra",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,V. Harikrishna,
Anthu Inthu Preethi Banthu,Veera Shankar,"Aditya Babu, Ramya",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Yuvan Shankar Raja Gurukiran,
Kalleshi Malleshi,Mastan,"Chidananda (3 roles), Meghana, Dharma",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,,
Kodagana Koli Nungitha,Vaasu,"Jaggesh, Pooja Gandhi",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Sadhu Kokila,
Madesha,Ravi Srivatsa,"Shiva Rajkumar, Sonam Bhatia, Ravi Belagere",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Mano Murthy,
Chaitrada Chandrama,S. Narayan,"Pankaj, Amoolya",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,S. Narayan,
Ganesha Matte Banda,HS Phani Ramachandra,"Vijay Raghavendra, Pragnya, Vishal, Neethu, Ananth Nag, Vinaya Prasad",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,V. Manohar,
Gulabi Talkies,Girish Kasaravalli,"Umashree, M. D. Pallavi Arun",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Isaac Thomas Kottukapally,
Dheemaku,Magesh Kumar G.,"Naveen Krishna, Flora Saini",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Arjun Janya,
Patre Loves Padma,Chandrashekar Srivatsav,"Patre Ajith, Kruthika, Deepika, Pavitra, Supritha",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Arjun Janya,
Buddhivanta,Ramnath Rigvedhi,"Upendra, Pooja Gandhi, Natanya Singh, Saloni Aswani, Suman Ranganathan, Brinda",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Vijay Antony,
Vamshi,Prakash,"Puneeth Rajkumar, Nikita Thukral, Lakshmi",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,R. P. Patnaik,
PUC,SR Brothers,"Chetan Chandra, Harshika Poonacha, Charishma",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,J. Raviraj,
Chikkamagaloora Chikka Mallige,Channagangappa E.,"Shravanth, Jagadish, Radhika Gandhi",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,K. Kalyan,
Baa Bega Chandamama,H. G. Murali,"Deepak, Suhasini",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,H. G. Murali,
Manmatharu,,Chidananda,2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,,
Mandakini,Ramesh Surve,"Rashmi, Chetan",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,K. Kalyan,
Payana,Kiran Govi,"Ravishankar Gowda, Ramnitu Chaudhary",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,V. Harikrishna,
Premigagi Naa,Snehapriya,"Shankar, Vandhana",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Rajesh Ramanath,
Sangaathi,Nandini Srinivasa Raju,"Chethan, Aishwarya",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Hamsalekha,
Heegu Unte,Madan Patel,"Madan Patel, Jai Akash, Susheelkumar, Madhu Gomathi, Harshita",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Aadi Mahesh Patel,
Sangama,Sanjay V. Babu,"Ganesh, Vedhika",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Devi Sri Prasad,
Psycho,Devadutta,"Dhanush, Anita",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Raghu Dixit,
Nannusire,Santosh-Velupriyan,"Rahul, Keerthi",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Premji Amaran,
Navagraha,Dinakar Thoogudeepa,"Darshan, Tarun Chandra, Varsha, Sharmila Mandre, Vinod Prabhakar, Srujan Lokesh, Nagendra Urs, Dharma, Giri Dinesh",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,V. Harikrishna,
Slum Bala,D. Sumana Kittur,"Duniya Vijay, Shuba Poonja, Umashree",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Arjun Janya,
Naanu Gandhi,Nanjunde Gowda,"Master Likith, Sundar Raj, Pramila Joshai",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,V. Manohar,
Maharshi,Krishna Brahma,"Prashanth, Pooja Gandhi",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Srimurli,
Bidda,D. Vishwa,"Adi Lokesh, Yamini Sharma, Vanitha, Jai Jagadish, Umashree",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Venkat-Narayan,
Ganga Kaveri,Vishnukant,"Akshay, Mallika Kapoor, Mahhi Vij, Tara",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,K. Kalyan,
Akka Thangi,S. Mahendar,"Shruthi, Rashmi",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,V. Manohar,
Janumada Gelathi,Dinesh Baboo,"Srinagar Kitty, Pooja Gandhi",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,V. Manohar,
Paramesha Panwala,Mahesh Babu,"Shiva Rajkumar, Surveen Chawla, Sonu",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,V. Harikrishna,
Pallavi Illada Charana,Shivaprabhu,"Naga Kiran, Charulatha",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Babji-Sandeep,
Sanchu,M. D. Kaushik,"Charanraj, Veda Prada",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Raveesh A. T.,
Mast Maja Maadi,Anantha Raju,"Sudeep, Jennifer Kotwal, Vijay Raghavendra, Komal Kumar, Diganth, Naga Kiran, Nagashekar",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,P. B. Balaji,
Murane Class Manja B.Com Bhagya,Sai Sagar,"Arya, Archana, Ananth Nag",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Venkat-Narayan,
Neenyare,Sindesh,"Suraj, Ramya Barna",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,V. Manohar,
Rocky,S. K. Nagendra Urs,"Yash, Bianca Desai, Santhosh, Jai Jagadish",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Venkat-Narayan,
Haage Summane,Preetam Gubbi,"Kiran Srinivas, Suhaasi",2008,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2008,,,,Mano Murthy,
Gulama,Tushar Ranganath,"Prajwal Devaraj, Sonu, Bianca Desai",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action Romantic,,Gurukiran,
Anu,Shiva Ganapathy,"Pooja Gandhi, Duniya Rashmi",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action Thriller,,Shekhar Chandra,
Chickpete Sachagalu,Nagendra Magadi,"S. Narayan, Jaggesh, Ashwini, Manasi, Doddanna",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Comedy,,S. Narayan,
Kempa,Jagadeesh,"Santhosh, Sai Dhanshika",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action,,Gurukiran,
Taxi No-1,Prabhakar,"Prabhakar, Nikitha Rao",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Drama,,Nataraj Kanagodu,[3]
Circus,Dayal Padmanabhan,"Ganesh, Archana Gupta",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romantic Action,,Emil Mohammed,
Shivamani,Amarnath SK,"Sri Murali, Sharmiela Mandre",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action,,Veer Samarth,
Jolly Days,M. D. Sridhar,"Pradeep, Praveen, Vishwas, Spoorthi, Ruthuva, Raghavendra, Aishwarya Nag, Keerthi, Kishori Ballal, Niranjan, Rahul",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romantic,,Mickey J Meyer,
Nanda,Anantha Raju,"Shiva Rajkumar, Sandhya, Mythreya",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action,,V. Manohar,
Ambari,A. P. Arjun,"Yogish, Supreeta",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romantic,,V. Harikrishna,
Meghave Meghave,V. Nagendra Prasad,"Raam, Gracy Singh, Sudeep",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,,,V. Harikrishna,
Birugaali,Harsha,"Chetan Kumar, Sitara Vaidya, Aakanksha Sontalia, Charisma Bharadwaj, Tara",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action,,Arjun Janya,
Yodha,Om Prakash Rao,"Darshan, Nikita Thukral",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action,,Hamsalekha,
Idya Madyar Nagalikke,Yashwant Sardeshpande,"Yashwant Sardeshpande, Malathi Sardeshpande, Sunetra Pandit, Poornachandra Tejaswi, Navyashree",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Comedy,,Kiran Godkhindi,
Junglee,Duniya Soori,"Duniya Vijay, Aindrita Ray, Rangayana Raghu",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action,,V. Harikrishna,
Kurunadu,G. Murthy,"Dattanna, Lakshmi Hegde",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Drama,,Pravin Godkhindi,[4]
KA-99 B-333,G. Arunkumar,"Sunil, Deepa Chari",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action,,S. Nagu,
Samskaravantha,K. Parthasarathi,"Kashi, Ninasam Ashwat",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Drama,,Sadgunaraj,
Swathanthra Palya,Huccha Venkat,"Arjun, Damini, Huccha Venkat, Deepa, C. R. Simha",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action,,M. N. Krupakar,
Venkata in Sankata,Ramesh Arvind,"Ramesh Arvind, Sharmiela Mandre, Umashree",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Comedy,,Ricky Kej,
Ee Sambhashane,M. Rajashekar,"Sandesh, Hariprriya",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romantic,,V. Manohar,
Thabbali,N. Loki,"Aakash, Meghashri, Charulatha",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Drama,,A. M. Neel,
Namyajamanru,T. S. Nagabharana,"Vishnuvardhan, Vijay Raghavendra, Navya Nair, Lakshmi Gopalaswamy",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Family drama,,Hamsalekha,
Rajakumari,S. Govindaraj,"V. Ravichandran, Balaji, Ramanitu Chaudhary, Kanika, Nikita Thukral",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,V. Harikrishna,
Ninnalle Nanna Hrudaya,Chandrashekar Reddy,"Manoj, Chintana Krishna",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,Aryan Kiran,
Shankara Punyakoti,G. Murthy,"Sharath Babu, Vinaya Prasad",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Drama,,Pravin Godkhindi,[5]
Anjadiru,R. Janardhan,"Prashant, Shubha Poonja",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Drama,,Sundar C. Babu,
Baaji,S. Shidlaghatta Srinivas,"Alok Kashinath, Rani",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,,,G. R. Shankar,[6]
Veera Madakari,Sudeep,"Sudeep, Ragini Dwivedi",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action,,M. M. Keeravani,
Ram Balaram,U. B. Ramamurthy,Adi Lokesh,2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Drama,,S. P. Raj,
Kannadadda Kiran Bedi,Om Prakash Rao,"Malashri, Sayaji Shinde, Ashish Vidyarthi",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action,,Hamsalekha,
Ghauttham,K. Rajeev Prasad,"Prem Kumar, Sara Alambara, Kausalya, Sudharani, Kokila Mohan, Vinaya Prasad",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romantic drama,,Gurukiran,
Jaaji Mallige,Anantha Raju,"Ajay Rao, Gowri Munjal, Komal Kumar",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,Sadhu Kokila,
Hrudayagala Vishaya,Vasanth,"Prashanth Kumar, Madhupriya",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,Drums Deva,[7]
Josh,Shivamani,"Rakesh Adiga, Alok, Sneha, Chetana, Poorna, Nithya Menen",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,Vardhan,
Nishedhagne,Padmanabha,"Adi Lokesh, Priyanka",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action,,M. S. Giridhar,[8]
Savaari,Jacob Verghese,"Srinagar Kitty, Raghu Mukherjee, Kamalinee Mukherjee, Suman Ranganathan",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Drama,,Manikanth Kadri E. S. Murthy,
Uda,Shashank Raj,"Yuvaraj, Sanchita Padukone",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action,,Bharanishree,
Yagna,Krishna Brahma,"Sri Murali, Priyanka",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action,,Murali Krishna,
Auto,Mallikarjuna Muttalageri,"Sathya, Roshani, Kruthika",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action,,Vijaykrishna Mysore,[9]
Chellidaru Sampigeya,S. Narayan,"Prashanth, Bianca Desai, Vishal Hegde, Shruthi",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,S. Narayan,
Eshtu Nagthi Nagu,Chindodi Madhukesha,"Mohan, Roshani",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Comedy,,M. S. Maruti,[10]
Machchaa,Dhananjaya Kundapura Datthu,"Jeevan, Saritha Jain",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action,,Arjun Janya,[11]
Minchu,Vishal Raj,"Siddhanth, Archana",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Drama,,Rajesh Ramanath,[12]
Hatrick Hodi Maga,P. N. Sathya,"Shiva Rajkumar, Nicolette Bird, Manju Bhargavi",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action,,Jassie Gift,
Seena,Basavaraja Bellary,"Tarun Chandra, Priyanka Chandra, Antara Reddy",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,A. T. Raveesh,
Dubai Babu,Naganna,"Upendra, Nikita Thukral, Saloni Aswani, Kumar Govind",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Comedy,,Sridhar V. Sambhram,
Thaakath,M. S. Ramesh,"Duniya Vijay, Shubha Poonja",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action,,Gurukiran,
Jodi No. 1,Abhijeeth,"Abhijeeth, Ram Kumar, Amrutha, Sangeetha Shetty",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Drama,,M. N. Krupakar,
Abhimani,Praveen,"Rahul Salanke, Nidhi Subbaiah",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,Dharmateja,
Kalaakaar,Harish Raj,"Harish Raj, Suman Ranganathan, Radhika Gandhi",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,Giridhar Diwan,[13]
Nannedeya Haadu,Guruvendra,"Anand, Ramya Barna",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,A. T. Raveesh,
Yuvah,Narendra Babu,"Kartik Shetty, Madhu Sharma",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action,,Gurukiran,
Kaaranji,M. D. Sridhar,"Vijay Raghavendra, Gauri Karnik",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Drama,,Veer Samarth,
Olave Jeevana Lekkachaara,Nagathihalli Chandrashekhar,"Radhika Pandit, Srinagar Kitty",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Comedy drama,,Mano Murthy,
Black,Mahendra,"Kishore, Manasi",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action,,C. R. Bobby,
Chaitanya,D. K. Shivraj,"Master Sachin, Baby Nikshita",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Drama,,Gopikrishna,
Bande Barthale,Devadas,"Surya, Supreetha",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,Devadas,[14]
Preethse Preethse,K. Madesh,"Yogesh, Udhayathara",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,Anoop Seelin,
Eddelu Manjunatha,Guruprasad,"Jaggesh, Yagna Shetty",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Comedy,,Anoop Seelin,
Chamkaisi Chindi Udaysi,A. R. Babu,"Komal Kumar, Nidhi Subbaiah, Umashree,",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Comedy,,P. B. Balaji,
Kabaddi,Narendra Babu,"Praveen, Priyanka",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Sports,,Hamsalekha,
Kencha,P. N. Sathya,"Prajwal Devaraj, Pragna Shetty",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,Anoop Seelin,
Love Guru,Shashank,"Tarun Chandra, Radhika Pandit, Dileep Raj",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,Joshua Sridhar,
Mr. Painter,Dinesh Babu,"Yogesh, Ramnitu Chaudhary, Rangayana Raghu",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,G. R. Shankar,
House Full,Hemanth Hegde,"Diganth, Hemanth Hegde, Girija Oak, Vishaka Singh",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Comedy,,Kiran,
Muniya,T. Nagachandra,"Mayur Patel, Sahitya",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action,,Abhimann Roy,
Male Barali Manju Irali,Vijayalakshmi Singh,"Srinagar Kitty, Parvathy, Hariprriya Umashree, Naga Kiran",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,Mano Murthy,
Venki,S. Madhav,"Prashanth, Rashmi",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,A. M. Neel,
Cheluvina Chilipili,S. Narayan,"Pankaj Narayan, Roopika, Ananth Nag, Sumalatha",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,Mickey J. Meyer,
Raaj the Showman,Prem,"Puneeth Rajkumar, Priyanka Kothari",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,"Romance, Action",,V. Harikrishna,
Iniya,Mahesh,"Balaji, Pooja Gandhi",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,Sridhar V. Sambhram,
Mussanjeya Gelathi,B P Srinivas,"B P Srinivas, Shalini Srinivas",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,A M Neel,
Rajani,Thriller Manju,"Upendra, Aarthi Chhabria, Mukul Dev, Rangayana Raghu",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action comedy,,Hamsalekha,
Manasaare,Yogaraj Bhat,"Diganth, Aindrita Ray",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,Mano Murthy,
Vayuputra,Kishore Sarja,"Chiranjeevi Sarja, Aindrita Ray, Ambareesh",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action,,V. Harikrishna,
Hushaar,Adarsh,"Adarsh, Mallika Kapoor",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Thriller,,Adarsh,
Bhagyada Balegara,Om Sai Prakash,"Shivarajkumar, Navya Nair",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Drama,,Ilaiyaraaja,
Prem Kahani,R. Chandru,"Ajay Rao, Sheela",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,Ilaiyaraaja,
Bettapurada Ditta Makkalu,Kodlu Ramakrishna,"Srinivasa Murthy, Master Shashank",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Drama,,C. R. Bobby,
Dhanush,Jayanth,"Prashanth, Ramanithu Chaudhary",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,M. S. Maruthi,
Abhay,Mahesh Babu,"Darshan, Aarthi Thakur, Pradeep Rawat",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action,,V. Harikrishna,
Jaala,Naghanath M. Joshi,"Chetan Gowda, Deepu, Padmini",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,Madhan Mohan,
Salute,B. C. Patil,"B. C. Patil, Ashwini",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action,,Sai Karthik,
Bellary Naga,Dinesh Babu,"Vishnuvardhan, Manasi, Rajesh Nataranga, Avinash",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Drama,,L. N. Shastry,
Huchchi,Venkatesh Panchangam,"Pooja Gandhi, Anant Nag, Soundaraya",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Drama,,Raj Bhaskar,
Gilli,Raghava Loki,"Gururaj Jaggesh, Rakul Preet Singh",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,Yuvan Shankar Raja,
Ninagaagi Kaadiruve,Jolly Bastin,"Vishal Hegde, Pooja Gandhi",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,Robin Gurang,
Mad Love,Teja G,"Ramu, Raveena",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Romance,,L. N. Goochi,
Yaaradu,Srinivas Kaushik,"Vinod Raj, Ashwini",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Thriller,,Akhil G,
Ajantha,Raajpa Ravishankar,"Venkatesh, Honey Rose, Sai Kiran",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Drama,,Ilaiyaraaja,
Artha,B. Suresha,"Raghunath, Kiran Barkoor",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Drama,,Hamsalekha,
Banada Neralu,Umashanker Swamy,"B. Jayashree, Harish Raj",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Drama,,Pichchalli Srinivas,
Daatu,K. Shivarudraiah,"Roopa Iyer, Dattanna",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Drama,,Hamsalekha,
Gubbachchigalu,Abhaya Simha,"Abhilash, Prakruthi",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Drama,,Anmol Bhave,[15]
Yogi,Udaya Prakash,"Yogish, Biyanka Desai",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Action,,Emil Mohammed,
10th Class A Sec,Dil Satya,"Naveen, Priyanka",2009,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2009,,Drama,,R. N. Abhilash,
